facet_id,facet_name,row_kind,source_ref,source_construct,domain,subdomain,facet_type,value_polarity,text_observability,applicability_scope,score_scale,score_anchors_json,definition,embedding_text,difficulty,domain_confidence,needs_review,version
K0097,Organized lifestyle,facet,,,leadership_org,leadership_org,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Organized lifestyle'."", ""-1"": ""Mild lack of 'Organized lifestyle'."", ""0"": ""'Organized lifestyle' not expressed / neutral."", ""1"": ""Moderate 'Organized lifestyle'."", ""2"": ""Strong, exemplary 'Organized lifestyle'.""}",Degree to which the turn exhibits 'Organized lifestyle' (leadership org).,Organized lifestyle | leadership org | Degree to which the turn exhibits 'Organized lifestyle' (leadership org).,easy,medium,False,2026.06.0
K0098,Skill-endorsements count,facet,,,lifestyle_behavior,lifestyle_behavior,frequency_count,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""No evidence; 'Skill-endorsements count' never indicated."", ""-1"": ""Rare / minimal indication of 'Skill-endorsements count'."", ""0"": ""Unstated or moderate level of 'Skill-endorsements count'."", ""1"": ""Frequent / clear indication of 'Skill-endorsements count'."", ""2"": ""Very high / extreme 'Skill-endorsements count'.""}",Degree to which the turn reveals the frequency/amount of 'Skill-endorsements count' (lifestyle behavior).,Skill-endorsements count | lifestyle behavior | Degree to which the turn reveals the frequency/amount of 'Skill-endorsements count' (lifestyle behavior).,hard,medium,True,2026.06.0
K0099,Mysteriousness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Mysteriousness'."", ""-1"": ""Mild lack of 'Mysteriousness'."", ""0"": ""'Mysteriousness' not expressed / neutral."", ""1"": ""Moderate 'Mysteriousness'."", ""2"": ""Strong, exemplary 'Mysteriousness'.""}",Degree to which the turn exhibits 'Mysteriousness' (personality trait).,Mysteriousness | personality trait | Degree to which the turn exhibits 'Mysteriousness' (personality trait).,easy,medium,False,2026.06.0
K0100,Cultural Identity,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Cultural Identity'."", ""-1"": ""Mild lack of 'Cultural Identity'."", ""0"": ""'Cultural Identity' not expressed / neutral."", ""1"": ""Moderate 'Cultural Identity'."", ""2"": ""Strong, exemplary 'Cultural Identity'.""}",Degree to which the turn exhibits 'Cultural Identity' (personality trait).,Cultural Identity | personality trait | Degree to which the turn exhibits 'Cultural Identity' (personality trait).,easy,medium,False,2026.06.0
K0101,Intrinsic Motivation,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Intrinsic Motivation'."", ""-1"": ""Mild lack of 'Intrinsic Motivation'."", ""0"": ""'Intrinsic Motivation' not expressed / neutral."", ""1"": ""Moderate 'Intrinsic Motivation'."", ""2"": ""Strong, exemplary 'Intrinsic Motivation'.""}",Degree to which the turn exhibits 'Intrinsic Motivation' (personality trait).,Intrinsic Motivation | personality trait | Degree to which the turn exhibits 'Intrinsic Motivation' (personality trait).,easy,medium,False,2026.06.0
K0102,Impartial-mindedness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Impartial-mindedness'."", ""-1"": ""Mild lack of 'Impartial-mindedness'."", ""0"": ""'Impartial-mindedness' not expressed / neutral."", ""1"": ""Moderate 'Impartial-mindedness'."", ""2"": ""Strong, exemplary 'Impartial-mindedness'.""}",Degree to which the turn exhibits 'Impartial-mindedness' (personality trait).,Impartial-mindedness | personality trait | Degree to which the turn exhibits 'Impartial-mindedness' (personality trait).,easy,medium,False,2026.06.0
K0103,Burnout Symptoms,facet,,,clinical_health,clinical_health,qualitative_trait,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Burnout Symptoms'."", ""-1"": ""Mild lack of 'Burnout Symptoms'."", ""0"": ""'Burnout Symptoms' not expressed / neutral."", ""1"": ""Moderate 'Burnout Symptoms'."", ""2"": ""Strong, exemplary 'Burnout Symptoms'.""}",Degree to which the turn exhibits 'Burnout Symptoms' (clinical health).,Burnout Symptoms | clinical health | Degree to which the turn exhibits 'Burnout Symptoms' (clinical health).,hard,medium,True,2026.06.0
K0104,Holiness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Holiness'."", ""-1"": ""Mild lack of 'Holiness'."", ""0"": ""'Holiness' not expressed / neutral."", ""1"": ""Moderate 'Holiness'."", ""2"": ""Strong, exemplary 'Holiness'.""}",Degree to which the turn exhibits 'Holiness' (personality trait).,Holiness | personality trait | Degree to which the turn exhibits 'Holiness' (personality trait).,easy,medium,False,2026.06.0
K0105,Selfcontrol,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Selfcontrol'."", ""-1"": ""Mild lack of 'Selfcontrol'."", ""0"": ""'Selfcontrol' not expressed / neutral."", ""1"": ""Moderate 'Selfcontrol'."", ""2"": ""Strong, exemplary 'Selfcontrol'.""}",Degree to which the turn exhibits 'Selfcontrol' (personality trait).,Selfcontrol | personality trait | Degree to which the turn exhibits 'Selfcontrol' (personality trait).,easy,medium,False,2026.06.0
K0106,SelfDirectedness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'SelfDirectedness'."", ""-1"": ""Mild lack of 'SelfDirectedness'."", ""0"": ""'SelfDirectedness' not expressed / neutral."", ""1"": ""Moderate 'SelfDirectedness'."", ""2"": ""Strong, exemplary 'SelfDirectedness'.""}",Degree to which the turn exhibits 'SelfDirectedness' (personality trait).,SelfDirectedness | personality trait | Degree to which the turn exhibits 'SelfDirectedness' (personality trait).,easy,medium,False,2026.06.0
K0107,Encouraging participation,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Encouraging participation'."", ""-1"": ""Mild lack of 'Encouraging participation'."", ""0"": ""'Encouraging participation' not expressed / neutral."", ""1"": ""Moderate 'Encouraging participation'."", ""2"": ""Strong, exemplary 'Encouraging participation'.""}",Degree to which the turn exhibits 'Encouraging participation' (personality trait).,Encouraging participation | personality trait | Degree to which the turn exhibits 'Encouraging participation' (personality trait).,easy,medium,False,2026.06.0
K0108,Impracticalness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Impracticalness'."", ""-1"": ""Mild lack of 'Impracticalness'."", ""0"": ""'Impracticalness' not expressed / neutral."", ""1"": ""Moderate 'Impracticalness'."", ""2"": ""Strong, exemplary 'Impracticalness'.""}",Degree to which the turn exhibits 'Impracticalness' (personality trait).,Impracticalness | personality trait | Degree to which the turn exhibits 'Impracticalness' (personality trait).,easy,medium,False,2026.06.0
K0109,Meeting Deadlines,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Meeting Deadlines'."", ""-1"": ""Mild lack of 'Meeting Deadlines'."", ""0"": ""'Meeting Deadlines' not expressed / neutral."", ""1"": ""Moderate 'Meeting Deadlines'."", ""2"": ""Strong, exemplary 'Meeting Deadlines'.""}",Degree to which the turn exhibits 'Meeting Deadlines' (personality trait).,Meeting Deadlines | personality trait | Degree to which the turn exhibits 'Meeting Deadlines' (personality trait).,easy,medium,False,2026.06.0
K0110,Data Analysis,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Data Analysis'."", ""-1"": ""Mild lack of 'Data Analysis'."", ""0"": ""'Data Analysis' not expressed / neutral."", ""1"": ""Moderate 'Data Analysis'."", ""2"": ""Strong, exemplary 'Data Analysis'.""}",Degree to which the turn exhibits 'Data Analysis' (personality trait).,Data Analysis | personality trait | Degree to which the turn exhibits 'Data Analysis' (personality trait).,easy,medium,False,2026.06.0
K0111,Social Interaction Skills,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Social Interaction Skills'."", ""-1"": ""Mild lack of 'Social Interaction Skills'."", ""0"": ""'Social Interaction Skills' not expressed / neutral."", ""1"": ""Moderate 'Social Interaction Skills'."", ""2"": ""Strong, exemplary 'Social Interaction Skills'.""}",Degree to which the turn exhibits 'Social Interaction Skills' (personality trait).,Social Interaction Skills | personality trait | Degree to which the turn exhibits 'Social Interaction Skills' (personality trait).,medium,low,True,2026.06.0
K0112,Psychoticism,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Psychoticism'."", ""-1"": ""Mild lack of 'Psychoticism'."", ""0"": ""'Psychoticism' not expressed / neutral."", ""1"": ""Moderate 'Psychoticism'."", ""2"": ""Strong, exemplary 'Psychoticism'.""}",Degree to which the turn exhibits 'Psychoticism' (personality trait).,Psychoticism | personality trait | Degree to which the turn exhibits 'Psychoticism' (personality trait).,easy,medium,False,2026.06.0
K0113,Ethical leadership rating,facet,,,leadership_org,leadership_org,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Ethical leadership rating'."", ""-1"": ""Mild lack of 'Ethical leadership rating'."", ""0"": ""'Ethical leadership rating' not expressed / neutral."", ""1"": ""Moderate 'Ethical leadership rating'."", ""2"": ""Strong, exemplary 'Ethical leadership rating'.""}",Degree to which the turn exhibits 'Ethical leadership rating' (leadership org).,Ethical leadership rating | leadership org | Degree to which the turn exhibits 'Ethical leadership rating' (leadership org).,easy,medium,False,2026.06.0
K0114,Slothfulness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Slothfulness'."", ""-1"": ""Mild lack of 'Slothfulness'."", ""0"": ""'Slothfulness' not expressed / neutral."", ""1"": ""Moderate 'Slothfulness'."", ""2"": ""Strong, exemplary 'Slothfulness'.""}",Degree to which the turn exhibits 'Slothfulness' (personality trait).,Slothfulness | personality trait | Degree to which the turn exhibits 'Slothfulness' (personality trait).,easy,medium,False,2026.06.0
K0115,Happiness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Happiness'."", ""-1"": ""Mild lack of 'Happiness'."", ""0"": ""'Happiness' not expressed / neutral."", ""1"": ""Moderate 'Happiness'."", ""2"": ""Strong, exemplary 'Happiness'.""}",Degree to which the turn exhibits 'Happiness' (personality trait).,Happiness | personality trait | Degree to which the turn exhibits 'Happiness' (personality trait).,easy,medium,False,2026.06.0
K0116,Contentment Levels,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Contentment Levels'."", ""-1"": ""Mild lack of 'Contentment Levels'."", ""0"": ""'Contentment Levels' not expressed / neutral."", ""1"": ""Moderate 'Contentment Levels'."", ""2"": ""Strong, exemplary 'Contentment Levels'.""}",Degree to which the turn exhibits 'Contentment Levels' (personality trait).,Contentment Levels | personality trait | Degree to which the turn exhibits 'Contentment Levels' (personality trait).,easy,medium,False,2026.06.0
K0117,Neuroticism,facet,,,personality_trait,personality_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Neuroticism'."", ""-1"": ""Mild lack of 'Neuroticism'."", ""0"": ""'Neuroticism' not expressed / neutral."", ""1"": ""Moderate 'Neuroticism'."", ""2"": ""Strong, exemplary 'Neuroticism'.""}",Degree to which the turn exhibits 'Neuroticism' (personality trait).,Neuroticism | personality trait | Degree to which the turn exhibits 'Neuroticism' (personality trait).,easy,medium,False,2026.06.0
K0118,Desire for excellence,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Desire for excellence'."", ""-1"": ""Mild lack of 'Desire for excellence'."", ""0"": ""'Desire for excellence' not expressed / neutral."", ""1"": ""Moderate 'Desire for excellence'."", ""2"": ""Strong, exemplary 'Desire for excellence'.""}",Degree to which the turn exhibits 'Desire for excellence' (personality trait).,Desire for excellence | personality trait | Degree to which the turn exhibits 'Desire for excellence' (personality trait).,medium,low,True,2026.06.0
K0119,Perceiving,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Perceiving'."", ""-1"": ""Mild lack of 'Perceiving'."", ""0"": ""'Perceiving' not expressed / neutral."", ""1"": ""Moderate 'Perceiving'."", ""2"": ""Strong, exemplary 'Perceiving'.""}",Degree to which the turn exhibits 'Perceiving' (personality trait).,Perceiving | personality trait | Degree to which the turn exhibits 'Perceiving' (personality trait).,easy,medium,False,2026.06.0
K0120,Liberalism,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Liberalism'."", ""-1"": ""Mild lack of 'Liberalism'."", ""0"": ""'Liberalism' not expressed / neutral."", ""1"": ""Moderate 'Liberalism'."", ""2"": ""Strong, exemplary 'Liberalism'.""}",Degree to which the turn exhibits 'Liberalism' (personality trait).,Liberalism | personality trait | Degree to which the turn exhibits 'Liberalism' (personality trait).,easy,medium,False,2026.06.0
K0121,Inversion comfort level,facet,,,personality_trait,general_trait,level_score,bipolar,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""Very low 'Inversion comfort level'."", ""-1"": ""Below-average 'Inversion comfort level'."", ""0"": ""Average or not evidenced 'Inversion comfort level'."", ""1"": ""Above-average 'Inversion comfort level'."", ""2"": ""Very high 'Inversion comfort level'.""}",Degree to which the turn exhibits 'Inversion comfort level' (personality trait).,Inversion comfort level | personality trait | Degree to which the turn exhibits 'Inversion comfort level' (personality trait).,hard,low,True,2026.06.0
K0122,Affection,facet,,,emotion_affect,emotion_affect,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Affection'."", ""-1"": ""Mild lack of 'Affection'."", ""0"": ""'Affection' not expressed / neutral."", ""1"": ""Moderate 'Affection'."", ""2"": ""Strong, exemplary 'Affection'.""}",Degree to which the turn exhibits 'Affection' (emotion affect).,Affection | emotion affect | Degree to which the turn exhibits 'Affection' (emotion affect).,easy,medium,False,2026.06.0
K0123,Numeric Filing Skills,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Numeric Filing Skills'."", ""-1"": ""Mild lack of 'Numeric Filing Skills'."", ""0"": ""'Numeric Filing Skills' not expressed / neutral."", ""1"": ""Moderate 'Numeric Filing Skills'."", ""2"": ""Strong, exemplary 'Numeric Filing Skills'.""}",Degree to which the turn exhibits 'Numeric Filing Skills' (personality trait).,Numeric Filing Skills | personality trait | Degree to which the turn exhibits 'Numeric Filing Skills' (personality trait).,medium,low,True,2026.06.0
K0124,Martyrdom,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Martyrdom'."", ""-1"": ""Mild lack of 'Martyrdom'."", ""0"": ""'Martyrdom' not expressed / neutral."", ""1"": ""Moderate 'Martyrdom'."", ""2"": ""Strong, exemplary 'Martyrdom'.""}",Degree to which the turn exhibits 'Martyrdom' (personality trait).,Martyrdom | personality trait | Degree to which the turn exhibits 'Martyrdom' (personality trait).,easy,medium,False,2026.06.0
K0125,Parathyroid-hormone level,facet,,,clinical_health,clinical_health,level_score,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""Very low 'Parathyroid-hormone level'."", ""-1"": ""Below-average 'Parathyroid-hormone level'."", ""0"": ""Average or not evidenced 'Parathyroid-hormone level'."", ""1"": ""Above-average 'Parathyroid-hormone level'."", ""2"": ""Very high 'Parathyroid-hormone level'.""}",Degree to which the turn exhibits 'Parathyroid-hormone level' (clinical health).,Parathyroid-hormone level | clinical health | Degree to which the turn exhibits 'Parathyroid-hormone level' (clinical health).,hard,medium,True,2026.06.0
K0126,Seeking approval,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Seeking approval'."", ""-1"": ""Mild lack of 'Seeking approval'."", ""0"": ""'Seeking approval' not expressed / neutral."", ""1"": ""Moderate 'Seeking approval'."", ""2"": ""Strong, exemplary 'Seeking approval'.""}",Degree to which the turn exhibits 'Seeking approval' (personality trait).,Seeking approval | personality trait | Degree to which the turn exhibits 'Seeking approval' (personality trait).,easy,medium,False,2026.06.0
K0127,Judging (J),category_header,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Judging (J)'."", ""-1"": ""Mild lack of 'Judging (J)'."", ""0"": ""'Judging (J)' not expressed / neutral."", ""1"": ""Moderate 'Judging (J)'."", ""2"": ""Strong, exemplary 'Judging (J)'.""}",Degree to which the turn exhibits 'Judging (J)' (personality trait).,Judging (J) | personality trait | Degree to which the turn exhibits 'Judging (J)' (personality trait).,easy,medium,False,2026.06.0
K0128,Big Five facet Openness - Artistic Interests,facet,,,personality_trait,personality_trait,qualitative_trait,positive,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Big Five facet Openness - Artistic Interests'."", ""-1"": ""Mild lack of 'Big Five facet Openness - Artistic Interests'."", ""0"": ""'Big Five facet Openness - Artistic Interests' not expressed / neutral."", ""1"": ""Moderate 'Big Five facet Openness - Artistic Interests'."", ""2"": ""Strong, exemplary 'Big Five facet Openness - Artistic Interests'.""}",Degree to which the turn exhibits 'Big Five facet Openness - Artistic Interests' (personality trait).,Big Five facet Openness - Artistic Interests | personality trait | Degree to which the turn exhibits 'Big Five facet Openness - Artistic Interests' (personality trait).,easy,medium,False,2026.06.0
K0129,Operant-Learning rate,facet,,Psychological construct,personality_trait,Psychological construct,level_score,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Very low 'Operant-Learning rate'."", ""-1"": ""Below-average 'Operant-Learning rate'."", ""0"": ""Average or not evidenced 'Operant-Learning rate'."", ""1"": ""Above-average 'Operant-Learning rate'."", ""2"": ""Very high 'Operant-Learning rate'.""}",Degree to which the turn exhibits 'Operant-Learning rate' (personality trait).,Operant-Learning rate | Psychological construct | personality trait | Degree to which the turn exhibits 'Operant-Learning rate' (personality trait).,easy,high,False,2026.06.0
K0130,Need for Achievement level,facet,,Psychological construct,personality_trait,Psychological construct,level_score,positive,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""Very low 'Need for Achievement level'."", ""-1"": ""Below-average 'Need for Achievement level'."", ""0"": ""Average or not evidenced 'Need for Achievement level'."", ""1"": ""Above-average 'Need for Achievement level'."", ""2"": ""Very high 'Need for Achievement level'.""}",Degree to which the turn exhibits 'Need for Achievement level' (personality trait).,Need for Achievement level | Psychological construct | personality trait | Degree to which the turn exhibits 'Need for Achievement level' (personality trait).,hard,high,True,2026.06.0
K0131,Cantankerousness,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Cantankerousness'."", ""-1"": ""Mild lack of 'Cantankerousness'."", ""0"": ""'Cantankerousness' not expressed / neutral."", ""1"": ""Moderate 'Cantankerousness'."", ""2"": ""Strong, exemplary 'Cantankerousness'.""}",Degree to which the turn exhibits 'Cantankerousness' (personality trait).,Cantankerousness | personality trait | Degree to which the turn exhibits 'Cantankerousness' (personality trait).,easy,medium,False,2026.06.0
K0132,Material properties knowledge,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Material properties knowledge'."", ""-1"": ""Mild lack of 'Material properties knowledge'."", ""0"": ""'Material properties knowledge' not expressed / neutral."", ""1"": ""Moderate 'Material properties knowledge'."", ""2"": ""Strong, exemplary 'Material properties knowledge'.""}",Degree to which the turn exhibits 'Material properties knowledge' (personality trait).,Material properties knowledge | personality trait | Degree to which the turn exhibits 'Material properties knowledge' (personality trait).,medium,low,True,2026.06.0
K0133,Hostility,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Hostility'."", ""-1"": ""Mild lack of 'Hostility'."", ""0"": ""'Hostility' not expressed / neutral."", ""1"": ""Moderate 'Hostility'."", ""2"": ""Strong, exemplary 'Hostility'.""}",Degree to which the turn exhibits 'Hostility' (personality trait).,Hostility | personality trait | Degree to which the turn exhibits 'Hostility' (personality trait).,easy,medium,False,2026.06.0
K0134,Independence,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Independence'."", ""-1"": ""Mild lack of 'Independence'."", ""0"": ""'Independence' not expressed / neutral."", ""1"": ""Moderate 'Independence'."", ""2"": ""Strong, exemplary 'Independence'.""}",Degree to which the turn exhibits 'Independence' (personality trait).,Independence | personality trait | Degree to which the turn exhibits 'Independence' (personality trait).,easy,medium,False,2026.06.0
K0135,Sufi retreat attendance count,facet,800,Sufi practice,spiritual_religious,Sufi practice,frequency_count,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""No evidence; 'Sufi retreat attendance count' never indicated."", ""-1"": ""Rare / minimal indication of 'Sufi retreat attendance count'."", ""0"": ""Unstated or moderate level of 'Sufi retreat attendance count'."", ""1"": ""Frequent / clear indication of 'Sufi retreat attendance count'."", ""2"": ""Very high / extreme 'Sufi retreat attendance count'.""}",Degree to which the turn reveals the frequency/amount of 'Sufi retreat attendance count' (spiritual religious).,Sufi retreat attendance count | Sufi practice | spiritual religious | Degree to which the turn reveals the frequency/amount of 'Sufi retreat attendance count' (spiritual religious).,hard,high,True,2026.06.0
K0136,Chromatin-accessibility score,facet,,,personality_trait,general_trait,level_score,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Very low 'Chromatin-accessibility score'."", ""-1"": ""Below-average 'Chromatin-accessibility score'."", ""0"": ""Average or not evidenced 'Chromatin-accessibility score'."", ""1"": ""Above-average 'Chromatin-accessibility score'."", ""2"": ""Very high 'Chromatin-accessibility score'.""}",Degree to which the turn exhibits 'Chromatin-accessibility score' (personality trait).,Chromatin-accessibility score | personality trait | Degree to which the turn exhibits 'Chromatin-accessibility score' (personality trait).,easy,medium,False,2026.06.0
K0137,Humility practice index,facet,644,Spiritual virtue,spiritual_religious,Spiritual virtue,level_score,neutral,requires_explicit_mention,conditional,"-2,-1,0,1,2","{""-2"": ""Very low 'Humility practice index'."", ""-1"": ""Below-average 'Humility practice index'."", ""0"": ""Average or not evidenced 'Humility practice index'."", ""1"": ""Above-average 'Humility practice index'."", ""2"": ""Very high 'Humility practice index'.""}",Degree to which the turn exhibits 'Humility practice index' (spiritual religious).,Humility practice index | Spiritual virtue | spiritual religious | Degree to which the turn exhibits 'Humility practice index' (spiritual religious).,medium,high,False,2026.06.0
K0138,I Ching hexagram 36 resonance level,facet,754,,spiritual_religious,spiritual_religious,level_score,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""Very low 'I Ching hexagram 36 resonance level'."", ""-1"": ""Below-average 'I Ching hexagram 36 resonance level'."", ""0"": ""Average or not evidenced 'I Ching hexagram 36 resonance level'."", ""1"": ""Above-average 'I Ching hexagram 36 resonance level'."", ""2"": ""Very high 'I Ching hexagram 36 resonance level'.""}",Degree to which the turn exhibits 'I Ching hexagram 36 resonance level' (spiritual religious).,I Ching hexagram 36 resonance level | spiritual religious | Degree to which the turn exhibits 'I Ching hexagram 36 resonance level' (spiritual religious).,hard,medium,True,2026.06.0
K0139,Engagement,facet,,Well-being component,emotion_affect,Well-being component,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Engagement'."", ""-1"": ""Mild lack of 'Engagement'."", ""0"": ""'Engagement' not expressed / neutral."", ""1"": ""Moderate 'Engagement'."", ""2"": ""Strong, exemplary 'Engagement'.""}",Degree to which the turn exhibits 'Engagement' (emotion affect).,Engagement | Well-being component | emotion affect | Degree to which the turn exhibits 'Engagement' (emotion affect).,easy,high,False,2026.06.0
K0140,Need for social interaction,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Need for social interaction'."", ""-1"": ""Mild lack of 'Need for social interaction'."", ""0"": ""'Need for social interaction' not expressed / neutral."", ""1"": ""Moderate 'Need for social interaction'."", ""2"": ""Strong, exemplary 'Need for social interaction'.""}",Degree to which the turn exhibits 'Need for social interaction' (personality trait).,Need for social interaction | personality trait | Degree to which the turn exhibits 'Need for social interaction' (personality trait).,medium,low,True,2026.06.0
K0141,Peer-collaboration hours,facet,,,personality_trait,general_trait,frequency_count,bipolar,requires_explicit_mention,conditional,"-2,-1,0,1,2","{""-2"": ""No evidence; 'Peer-collaboration hours' never indicated."", ""-1"": ""Rare / minimal indication of 'Peer-collaboration hours'."", ""0"": ""Unstated or moderate level of 'Peer-collaboration hours'."", ""1"": ""Frequent / clear indication of 'Peer-collaboration hours'."", ""2"": ""Very high / extreme 'Peer-collaboration hours'.""}",Degree to which the turn reveals the frequency/amount of 'Peer-collaboration hours' (personality trait).,Peer-collaboration hours | personality trait | Degree to which the turn reveals the frequency/amount of 'Peer-collaboration hours' (personality trait).,medium,medium,False,2026.06.0
K0142,Arts and Humanities,facet,,,personality_trait,general_trait,qualitative_trait,bipolar,observable,conditional,"-2,-1,0,1,2","{""-2"": ""Pronounced opposite of 'Arts and Humanities'."", ""-1"": ""Mild lack of 'Arts and Humanities'."", ""0"": ""'Arts and Humanities' not expressed / neutral."", ""1"": ""Moderate 'Arts and Humanities'."", ""2"": ""Strong, exemplary 'Arts and Humanities'.""}",Degree to which the turn exhibits 'Arts and Humanities' (personality trait).,Arts and Humanities | personality trait | Degree to which the turn exhibits 'Arts and Humanities' (personality trait).,medium,low,True,2026.06.0
K0143,Quran khatam cycles per year,facet,596,Religious practice,spiritual_religious,Religious practice,frequency_count,neutral,requires_external_data,rare,"-2,-1,0,1,2","{""-2"": ""No evidence; 'Quran khatam cycles per year' never indicated."", ""-1"": ""Rare / minimal indication of 'Quran khatam cycles per year'."", ""0"": ""Unstated or moderate level of 'Quran khatam cycles per year'."", ""1"": ""Frequent / clear indication of 'Quran khatam cycles per year'."", ""2"": ""Very high / extreme 'Quran khatam cycles per year'.""}",Degree to which the turn reveals the frequency/amount of 'Quran khatam cycles per year' (spiritual religious).,Quran khatam cycles per year | Religious practice | spiritual religious | Degree to which the turn reveals the frequency/amount of 'Quran khatam cycles per year' (spiritual religious).,hard,high,True,2026.06.0
